#r PMF MF
0.228830 15.349861 1.867864 -223.109919
0.287498 5.875382 1.867864 -99.874130
0.346167 3.708324 1.867864 25.999344
0.404835 5.781535 1.867864 44.676224
0.463504 5.929634 1.867864 -39.627565
0.522172 3.494756 1.867864 -43.377179
0.580840 1.564173 1.867864 -22.436212
0.639509 1.008599 1.867864 3.496758
0.698177 1.316219 1.867864 6.989958
0.756846 1.289473 1.867864 -7.901711
0.815514 0.482011 1.867864 -19.624577
0.874182 0.000000 1.867864 3.192855
0.932851 0.435809 1.867864 11.663835
0.991519 1.055164 1.867864 9.449908
1.050188 1.534736 1.867864 6.898644
1.108856 1.933096 1.867864 6.681412
1.167524 2.338005 1.867864 7.121909
1.226193 2.301730 1.867864 -8.358505
1.284861 1.800319 1.867864 -8.734568
1.343530 1.530959 1.867864 -0.447883
1.402198 1.589636 1.867864 2.448190
1.460866 1.877564 1.867864 7.367230
1.519535 2.382491 1.867864 9.845701
1.578203 2.824689 1.867864 5.228782
1.636872 3.079360 1.867864 3.452925
1.695540 3.319532 1.867864 4.734501
